EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,,,
806180,MORGAN CO.,SOMERVILLE,4/7/2019,1514,Hail,1, ,0,0,0,0,AL,CST-6, ,134543,C,103,HUN,0,0,Broadcast Media, , , ,0,N,0,N,SOMERVILLE,4/7/2019,1514,34.47,-86.8,34.47,-86.8,Multiple reports of one inch diameter hail were received in Somerville.,An isolated supercell produced large hail up to the size of golf balls in Morgan County.,,,
820822,FAYETTE CO.,FAYETTE,4/7/2019,1514,Hail,1.5, ,0,0,0,0,AL,CST-6, ,136802,C,57,BMX,0,0,Emergency Manager, , , ,1,WSW,1,WSW,FAYETTE,4/7/2019,1514,33.67,-87.85,33.67,-87.85,,A slow moving upper trough over the Southern Plains States produced a series of mesoscale convective systems that moved out of Mississippi and across north Alabama.|Drier air aloft produced steep mid level lapse rates each day which resulted in a number of hail reports on April 6th and 7th.  Low level winds backed during the early morning hours on April 8th and briefly produced favorable conditions for a weak tornado.,,,
806181,MORGAN CO.,TALUCAH,4/7/2019,1530,Hail,1.75, ,0,0,0,0,AL,CST-6, ,134543,C,103,HUN,0,0,Emergency Manager, , , ,1,WNW,1,WNW,TALUCAH,4/7/2019,1530,34.56,-86.7,34.56,-86.7,Golf ball sized hail was reported in Talucha.,An isolated supercell produced large hail up to the size of golf balls in Morgan County.,,,
806182,MORGAN CO.,ODEN RIDGE,4/7/2019,1620,Hail,1, ,0,0,0,0,AL,CST-6, ,134543,C,103,HUN,0,0,Public, , , ,2,NW,2,NW,ODEN RIDGE,4/7/2019,1620,34.39,-86.79,34.39,-86.79,Hail up to the size of quarters was reported in Oden Ridge.,An isolated supercell produced large hail up to the size of golf balls in Morgan County.,,,
820823,WALKER CO.,LEESPEER STATION,4/7/2019,1706,Hail,1, ,0,0,0,0,AL,CST-6, ,136802,C,127,BMX,0,0,Public, , , ,1,E,1,E,LEESPEER STATION,4/7/2019,1706,33.68,-87.24,33.68,-87.24,,A slow moving upper trough over the Southern Plains States produced a series of mesoscale convective systems that moved out of Mississippi and across north Alabama.|Drier air aloft produced steep mid level lapse rates each day which resulted in a number of hail reports on April 6th and 7th.  Low level winds backed during the early morning hours on April 8th and briefly produced favorable conditions for a weak tornado.,,,
820824,WALKER CO.,BARNEY,4/7/2019,1729,Hail,1, ,0,0,0,0,AL,CST-6, ,136802,C,127,BMX,0,0,Trained Spotter, , , ,2,SSE,2,SSE,BARNEY,4/7/2019,1729,33.7,-87.14,33.7,-87.14,,A slow moving upper trough over the Southern Plains States produced a series of mesoscale convective systems that moved out of Mississippi and across north Alabama.|Drier air aloft produced steep mid level lapse rates each day which resulted in a number of hail reports on April 6th and 7th.  Low level winds backed during the early morning hours on April 8th and briefly produced favorable conditions for a weak tornado.,,,
808285,LIMESTONE CO.,WHEELER LAKE NORTH,4/13/2019,1925,Hail,1.75, ,0,0,0,0,AL,CST-6, ,134690,C,83,HUN,0,0,Emergency Manager, , , ,3,SW,3,SW,WHEELER LAKE NORTH,4/13/2019,1925,34.8,-87.18,34.8,-87.18,Golf ball sized hail was reported.,"During the evening of the 13th, isolated low-topped supercells develops in central moving into north Alabama north of an advancing warm front.  One of the storms produced large hail up to the size of tennis balls in Limestone County.||Later in the evening of the 13th and through the early morning hours of the 14th, multiple lines of thunderstorms developed in Mississippi ahead of a strong cold front and shifted slowly east into north Alabama. The individual line segments at times broke off into more super-cellular thunderstorms.  A couple of these produced tornadoes in Franklin and Colbert Counties.  Several other reports of thunderstorm wind damage were received.  In addition, gusty south-southeast winds developed ahead of the advancing line of thunderstorms.  Gusts over 40 mph were reported, and also knocked a few trees/limbs down in northwest Alabama.||Intense rainfall rates were observed with the thunderstorms at times, and in some cases a few areas received multiple periods of thunderstorms.  Rainfall amounts of 2-3 inches in just 1 to 2 hours was reported.  Rapid runoff from this rainfall resulted in flash flooding in a few locations of northwest Alabama.  In Franklin County, EMA reported a high water rescue and a road that was washed out near the town of Vina.  Other reports of flash flooding were reported by Colbert County EMA.",,,
808271,LIMESTONE CO.,WHEELER LAKE NORTH,4/13/2019,1925,Hail,2.5, ,0,0,0,0,AL,CST-6, ,134690,C,83,HUN,0,0,Public, , , ,3,SW,3,SW,WHEELER LAKE NORTH,4/13/2019,1925,34.7975,-87.1967,34.7975,-87.1967,Hail up to 2.5 inches in diameter was relayed through broadcast media just south of U.S. Highway 72.,"During the evening of the 13th, isolated low-topped supercells develops in central moving into north Alabama north of an advancing warm front.  One of the storms produced large hail up to the size of tennis balls in Limestone County.||Later in the evening of the 13th and through the early morning hours of the 14th, multiple lines of thunderstorms developed in Mississippi ahead of a strong cold front and shifted slowly east into north Alabama. The individual line segments at times broke off into more super-cellular thunderstorms.  A couple of these produced tornadoes in Franklin and Colbert Counties.  Several other reports of thunderstorm wind damage were received.  In addition, gusty south-southeast winds developed ahead of the advancing line of thunderstorms.  Gusts over 40 mph were reported, and also knocked a few trees/limbs down in northwest Alabama.||Intense rainfall rates were observed with the thunderstorms at times, and in some cases a few areas received multiple periods of thunderstorms.  Rainfall amounts of 2-3 inches in just 1 to 2 hours was reported.  Rapid runoff from this rainfall resulted in flash flooding in a few locations of northwest Alabama.  In Franklin County, EMA reported a high water rescue and a road that was washed out near the town of Vina.  Other reports of flash flooding were reported by Colbert County EMA.",,,
828319,ELMORE CO.,WETUMPKA,5/1/2019,1546,Hail,1, ,0,0,0,0,AL,CST-6, ,137858,C,51,BMX,0,0,Emergency Manager, , , ,3,SSE,3,SSE,WETUMPKA,5/1/2019,1546,32.51,-86.21,32.51,-86.21,Quarter size hail near Walmart on Highway 231.,A weak short wave trough passing to the north of Alabama triggered afternoon thunderstorms across east Alabama.  Much above normal temperatures and deep moisture produced very unstable conditions in the afternoon for the production of a few severe storms and large hail.,,,
828328,ELMORE CO.,WETUMPKA,5/4/2019,1457,Hail,1, ,0,0,0,0,AL,CST-6, ,137859,C,51,BMX,0,0,Public, , , ,3,N,3,N,WETUMPKA,5/4/2019,1457,32.59,-86.22,32.59,-86.22,Quarter size hail reported in the town of Wallsboro.,Persistent morning clouds and showers across north central Alabama created a baroclinic zone south of I-20. An MCV moving across Mississippi triggered a band of thunderstorms that tracked eastward across south Alabama. One of the storms produced widespread wind damage and large hail across Elmore County.,,,
828329,ELMORE CO.,SANTUCK,5/4/2019,1502,Hail,1, ,0,0,0,0,AL,CST-6, ,137859,C,51,BMX,0,0,Emergency Manager, , , ,0,N,0,N,SANTUCK,5/4/2019,1502,32.63,-86.13,32.63,-86.13,Dime to Quarter size hail in the Santuck community.,Persistent morning clouds and showers across north central Alabama created a baroclinic zone south of I-20. An MCV moving across Mississippi triggered a band of thunderstorms that tracked eastward across south Alabama. One of the storms produced widespread wind damage and large hail across Elmore County.,,,
815070,CULLMAN CO.,LORETTO,5/16/2019,1426,Hail,1, ,0,0,0,0,AL,CST-6, ,135579,C,43,HUN,0,0,Emergency Manager, , , ,3,SE,3,SE,LORETTO,5/16/2019,1426,34.04,-86.88,34.04,-86.88,Quarter sized hail was reported.,An isolated severe thunderstorm developed in Cullman County during peak mid afternoon heating.  The thunderstorm produced quarter sized hail.,,,
829758,BLOUNT CO.,HAYDEN,5/16/2019,1512,Hail,1, ,0,0,0,0,AL,CST-6, ,138086,C,9,BMX,0,0,Public, , , ,0,W,0,W,HAYDEN,5/16/2019,1512,33.8804,-86.7749,33.8804,-86.7749,Dime to quarter size hail near the town of Hayden.,A southward moving upper level impulse tracked along and east of the Interstate 65 corridor during the afternoon on May 16th.  Conditional instability was high with surface-based CAPE 3000-4000  J/kg.  The impulse triggered a cluster of storms that produced numerous reports of hail and some wind damage.,,,
829770,TALLAPOOSA CO.,BEVELLE,5/16/2019,1847,Hail,0.88, ,0,0,0,0,AL,CST-6, ,138086,C,123,BMX,0,0,Emergency Manager, , , ,1,E,1,E,BEVELLE,5/16/2019,1847,32.9211,-85.9358,32.9211,-85.9358,Nickel size hail reported near the intersection of Airport Drive and Dadeville Road.,A southward moving upper level impulse tracked along and east of the Interstate 65 corridor during the afternoon on May 16th.  Conditional instability was high with surface-based CAPE 3000-4000  J/kg.  The impulse triggered a cluster of storms that produced numerous reports of hail and some wind damage.,,,
839570,MARSHALL CO.,ALBERTVILLE,6/12/2019,1439,Hail,1, ,0,0,0,0,AL,CST-6, ,136430,C,95,HUN,0,0,Broadcast Media, , , ,0,N,0,N,ALBERTVILLE,6/12/2019,1439,34.27,-86.22,34.27,-86.22,The public reported quarter sized hail in Albertville.,One of several supercell thunderstorms developed during the mid to late afternoon hours east of the I-65 corridor in northeast Alabama.  One of these thunderstorms produced hail up to one inch in diameter.,,,
840740,COLBERT CO.,HOBGOOD SIDING,6/22/2019,1146,Hail,0.88, ,0,0,0,0,AL,CST-6, ,136752,C,33,HUN,0,0,Emergency Manager, , , ,1,NW,1,NW,HOBGOOD SIDING,6/22/2019,1146,34.73,-87.64,34.73,-87.64,Nickel sized hail was reported in Muscle Shoals.,Place holder...,,,
840743,COLBERT CO.,LEIGHTON,6/22/2019,1201,Hail,1.25, ,0,0,0,0,AL,CST-6, ,136752,C,33,HUN,0,0,Public, , , ,1,W,1,W,LEIGHTON,6/22/2019,1201,34.7,-87.53,34.7,-87.53,Half dollar sized hail was reported through broadcast media.,Place holder...,,,
838314,WALKER CO.,DORA,6/22/2019,1405,Hail,1, ,0,0,0,0,AL,CST-6, ,139370,C,127,BMX,0,0,Public, , , ,1,E,1,E,DORA,6/22/2019,1406,33.73,-87.09,33.73,-87.09,,A weak upper level short wave passing through central Alabama interacted with remnant low level boundary and triggered severe thunderstorms during the afternoon hours on June 22nd.,,,
838356,TALLADEGA CO.,RAHATCHIE,6/22/2019,1505,Hail,1, ,0,0,0,0,AL,CST-6, ,139370,C,121,BMX,0,0,Public, , , ,1,E,1,E,RAHATCHIE,6/22/2019,1506,33.22,-86.32,33.22,-86.32,,A weak upper level short wave passing through central Alabama interacted with remnant low level boundary and triggered severe thunderstorms during the afternoon hours on June 22nd.,,,
839416,SHELBY CO.,ARGYLE,6/22/2019,1530,Hail,0.88, ,0,0,0,0,AL,CST-6, ,139370,C,117,BMX,0,0,Public, , , ,1,N,1,N,ARGYLE,6/22/2019,1530,33.34,-86.63,33.34,-86.63,,A weak upper level short wave passing through central Alabama interacted with remnant low level boundary and triggered severe thunderstorms during the afternoon hours on June 22nd.,,,
839415,SHELBY CO.,NEW HOPE,6/22/2019,1530,Hail,0.88, ,0,0,0,0,AL,CST-6, ,139370,C,117,BMX,0,0,Public, , , ,2,SSE,2,SSE,NEW HOPE,6/22/2019,1530,33.34,-86.74,33.34,-86.74,,A weak upper level short wave passing through central Alabama interacted with remnant low level boundary and triggered severe thunderstorms during the afternoon hours on June 22nd.,,,
839418,SHELBY CO.,SIMMSVILLE,6/22/2019,1531,Hail,0.88, ,0,0,0,0,AL,CST-6, ,139370,C,117,BMX,0,0,Emergency Manager, , , ,3,NNE,3,NNE,SIMMSVILLE,6/22/2019,1531,33.37,-86.66,33.37,-86.66,,A weak upper level short wave passing through central Alabama interacted with remnant low level boundary and triggered severe thunderstorms during the afternoon hours on June 22nd.,,,
839423,LAMAR CO.,MOLLOY,6/22/2019,1558,Hail,0.75, ,0,0,0,0,AL,CST-6, ,139370,C,75,BMX,0,0,Public, , , ,1,N,1,N,MOLLOY,6/22/2019,1559,33.74,-88.2,33.74,-88.2,,A weak upper level short wave passing through central Alabama interacted with remnant low level boundary and triggered severe thunderstorms during the afternoon hours on June 22nd.,,,
839425,TUSCALOOSA CO.,CLOVERDALE,6/22/2019,1558,Hail,1, ,0,0,0,0,AL,CST-6, ,139370,C,125,BMX,0,0,Public, , , ,4,NE,4,NE,CLOVERDALE,6/22/2019,1558,33.28,-87.61,33.28,-87.61,,A weak upper level short wave passing through central Alabama interacted with remnant low level boundary and triggered severe thunderstorms during the afternoon hours on June 22nd.,,,
840624,LAMAR CO.,MILLPORT,6/22/2019,1626,Hail,0.88, ,0,0,0,0,AL,CST-6, ,139370,C,75,BMX,0,0,Public, , , ,0,N,0,N,MILLPORT,6/22/2019,1627,33.57,-88.08,33.57,-88.08,,A weak upper level short wave passing through central Alabama interacted with remnant low level boundary and triggered severe thunderstorms during the afternoon hours on June 22nd.,,,
840628,BIBB CO.,WOODSTOCK,6/27/2019,1315,Hail,0.75, ,0,0,0,0,AL,CST-6, ,139767,C,7,BMX,0,0,Public, , , ,0,N,0,N,WOODSTOCK,6/27/2019,1316,33.2,-87.15,33.2,-87.15,,A decaying mesoscale convective system (MCS) pushed southeastward across the northern portions during the afternoon of June 27th.  The boundary from MCS encountered a moderately unstable air mass with surface based CAPE near 3000 J/kg and mid level rates near 6.5 Celsius.  A majority of the reports involved uprooted trees with winds estimated in the 40-50 mph range.,,,
840631,CHEROKEE CO.,BOMAR,6/27/2019,1609,Hail,1.75, ,0,0,0,0,AL,CST-6, ,139767,C,19,BMX,0,0,Emergency Manager, , , ,2,NNE,2,NNE,BOMAR,6/27/2019,1612,34.13,-85.56,34.13,-85.56,Hail of varying sizes covering the ground with the largest hailstone at 1.75 inches.,A decaying mesoscale convective system (MCS) pushed southeastward across the northern portions during the afternoon of June 27th.  The boundary from MCS encountered a moderately unstable air mass with surface based CAPE near 3000 J/kg and mid level rates near 6.5 Celsius.  A majority of the reports involved uprooted trees with winds estimated in the 40-50 mph range.,,,
840038,MOBILE CO.,AXIS,6/27/2019,1730,Hail,1, ,0,0,0,0,AL,CST-6, ,139656,C,97,MOB,0,0,Public, , , ,0,N,0,N,AXIS,6/27/2019,1732,30.93,-88.03,30.93,-88.03,,A complex of thunderstorms moved southward across the area during the afternoon and evening hours. Strong winds along the line caused tree and power line damage in southwest Alabama.,,,
844612,DALE CO.,KLONDYKE HILL,8/3/2019,1327,Hail,0.75, ,0,0,0,0,AL,CST-6, ,140473,C,45,TAE,0,0,Trained Spotter, , , ,1,N,1,N,KLONDYKE HILL,8/3/2019,1327,31.4,-85.6,31.4,-85.6,,"As is typical during summer, scattered afternoon thunderstorms produced strong to marginally severe winds.",,,
863194,FRANKLIN CO.,DEMPSEY,11/22/2019,2149,Hail,0.88, ,0,0,0,0,AL,CST-6, ,142831,C,59,HUN,0,0,Broadcast Media, , , ,3,NNE,3,NNE,DEMPSEY,11/22/2019,2150,34.52,-87.92,34.52,-87.92,Social media photo of up to nickel sized  hail near cedar creek lake. Time estimated  by radar.,Hail was reported with severe thunderstorms that moved through NW AL.,,,
863195,FRANKLIN CO.,PLEASANT GROVE,11/22/2019,2150,Hail,1, ,0,0,0,0,AL,CST-6, ,142831,C,59,HUN,0,0,Public, , , ,2,SSE,2,SSE,PLEASANT GROVE,11/22/2019,2151,34.54,-87.91,34.54,-87.91,Quarter sized hail reported near Belgreen.  Time estimated by radar.,Hail was reported with severe thunderstorms that moved through NW AL.,,,
863196,LIMESTONE CO.,ELKMONT,11/22/2019,2255,Hail,1, ,0,0,0,0,AL,CST-6, ,142831,C,83,HUN,0,0,Amateur Radio, , , ,1,N,1,N,ELKMONT,11/22/2019,2256,34.94,-86.98,34.94,-86.98,Quarter sized hail reported on Compton Rd in Elkmont.,Hail was reported with severe thunderstorms that moved through NW AL.,,,
865870,CHEROKEE CO.,WATSON,11/30/2019,2122,Hail,0.75, ,0,0,0,0,AL,CST-6, ,144258,C,19,BMX,0,0,Emergency Manager, , , ,0,N,0,N,WATSON,11/30/2019,2122,34.33,-85.57,34.33,-85.57,Dime size hail reported near the intersection of Highway 35 and County Road 41.,A band of showers and thunderstorms tracking southward across north Alabama encountered a zone of higher mid level lapse rates. One of the storms produced dime size hail in Cherokee County.,,,
917178,MADISON CO.,FOSTERS MILL,12/16/2019,0,Hail,1.25, ,0,0,0,0,AL,CST-6, ,143471,C,89,HUN,0,0,Public, , , ,38,E,38,E,FOSTERS MILL,12/16/2019,0,34.7511,-86.7461,34.7511,-86.7461,Public reports hail larger than quarter near Madison.,"During the late afternoon and evening hours, a broken line of severe thunderstorms pushed rapidly east across north Alabama.  The thunderstorms produced at least (6) tornadoes, numerous reports of wind damage and a couple reports of large hail in north Alabama.",,,
866074,LIMESTONE CO.,FRENCH MILL,12/16/2019,1742,Hail,1, ,0,0,0,0,AL,CST-6, ,143471,C,83,HUN,0,0,Social Media, , , ,2,WNW,2,WNW,FRENCH MILL,12/16/2019,1742,34.78,-86.91,34.78,-86.91,One inch hail was reported via mPING.,"During the late afternoon and evening hours, a broken line of severe thunderstorms pushed rapidly east across north Alabama.  The thunderstorms produced at least (6) tornadoes, numerous reports of wind damage and a couple reports of large hail in north Alabama.",,,
866077,MADISON CO.,NEBO,12/16/2019,1751,Hail,1.25, ,0,0,0,0,AL,CST-6, ,143471,C,89,HUN,0,0,Social Media, , , ,2,N,2,N,NEBO,12/16/2019,1751,34.8,-86.77,34.8,-86.77,Hail up to the size of half-dollars was reported via mPING.,"During the late afternoon and evening hours, a broken line of severe thunderstorms pushed rapidly east across north Alabama.  The thunderstorms produced at least (6) tornadoes, numerous reports of wind damage and a couple reports of large hail in north Alabama.",,,
872204,ELMORE CO.,WALLSBURG,1/11/2020,1440,Hail,0.75, ,0,0,0,0,AL,CST-6, ,145154,C,51,BMX,0,0,Public, , , ,4,SW,4,SW,WALLSBURG,1/11/2020,1440,32.61,-86.21,32.61,-86.21,,"A dynamic storm system brought severe thunderstorms to a large part of Central Alabama on January 11th.  Deep southerly flow brought rich Gulf moisture northward into Alabama. Anomalously high surface temperatures and moisture content was present in the developing warm sector ahead of the storm system. A line of strong to severe thunderstorms developed ahead of a cold front and moved into west central Alabama late in the morning. The line of storms quickly moved through Central Alabama and exited southeastern areas around sunset.||Although not every location experienced severe weather, widespread wind gusts of 40 to 60 mph were observed along the QLCS. Trees were snapped off or uprooted in numerous locations. Many homes, automobiles, and outbuildings were damaged or destroyed. Several locations likely received straight-line wind gusts of 75 to 80 mph.",,,
878214,SHELBY CO.,ARGYLE,2/5/2020,1511,Hail,1, ,0,0,0,0,AL,CST-6, ,146149,C,117,BMX,0,0,Public, , , ,1,N,1,N,ARGYLE,2/5/2020,1511,33.34,-86.63,33.34,-86.63,,"Heavy rainfall and severe storms affected Central Alabama on February 5th and 6th as several impulses emanated from a deep upper trough centered over the central United States. This event yielded tornadoes, damaging winds, and flooding.||The northward progression of a warm front allowed a seasonably warm and moist air mass to overspread the region on Wednesday, February 5th, with afternoon temperatures in the 70s and dew points in the 60s. The initial round of convection on this day included areas of rain with embedded thunderstorms producing gusty winds as well as hail. There was a relative lull in thunderstorm activity during Wednesday evening, before the next upper-level impulse arrived, alongside a cold front and nearby surface low. This round of activity began its formation to the west in Mississippi and then moved through Alabama late Wednesday night through midday Thursday, February 6th. This round of convection produced widespread moderate to heavy rainfall, resulting in more substantial flooding. Some storms became tornadic due to the favorable wind shear and instability in place, while others produced damaging straight-line winds. Due to the overall wet and breezy conditions, trees fell in numerous locations from wind not associated with thunderstorms.",,,
879442,GENEVA CO.,SAMSON,3/5/2020,424,Hail,1.75, ,0,0,0,0,AL,CST-6, ,146372,C,61,TAE,0,0,Emergency Manager, , , ,0,N,0,N,SAMSON,3/5/2020,424,31.11,-86.04,31.11,-86.04,,"WSW flow aloft prevailed as two shortwaves moved through the elongated, positively tilted longwave trough. At the surface, a mostly stationary frontal boundary strengthened.  At the same time, increasing southerly low-level flow resulted in greater warm air advection south of the frontal boundary.  There were scattered reports of wind damage and hail across the tri-state area.",,,
879443,DALE CO.,HOOPER STAGE FIELD,3/5/2020,445,Hail,1, ,0,0,0,0,AL,CST-6, ,146372,C,45,TAE,0,0,Social Media, , , ,2,W,2,W,HOOPER STAGE FIELD,3/5/2020,445,31.4,-85.72,31.4,-85.72,,"WSW flow aloft prevailed as two shortwaves moved through the elongated, positively tilted longwave trough. At the surface, a mostly stationary frontal boundary strengthened.  At the same time, increasing southerly low-level flow resulted in greater warm air advection south of the frontal boundary.  There were scattered reports of wind damage and hail across the tri-state area.",,,
879444,DALE CO.,SKIPPERVILLE,3/5/2020,500,Hail,1, ,0,0,0,0,AL,CST-6, ,146372,C,45,TAE,0,0,Broadcast Media, , , ,1,NE,1,NE,SKIPPERVILLE,3/5/2020,500,31.56,-85.53,31.56,-85.53,,"WSW flow aloft prevailed as two shortwaves moved through the elongated, positively tilted longwave trough. At the surface, a mostly stationary frontal boundary strengthened.  At the same time, increasing southerly low-level flow resulted in greater warm air advection south of the frontal boundary.  There were scattered reports of wind damage and hail across the tri-state area.",,,
882935,TALLADEGA CO.,CURRY,3/11/2020,1455,Hail,1, ,0,0,0,0,AL,CST-6, ,146890,C,121,BMX,0,0,Public, , , ,2,NE,2,NE,CURRY,3/11/2020,1456,33.5,-86,33.5,-86,Dime to quarter size hail.,An fast moving MCS tracked southeast across central Alabama during peak heating and maximum instability.  The leading edge of the storms encountered  an air mass that had sufficient deep layer bulk shear and CAPE in the hail growth zone for the production of large hail.,,,
882936,TALLADEGA CO.,CURRY,3/11/2020,1455,Hail,1.25, ,0,0,0,0,AL,CST-6, ,146890,C,121,BMX,0,0,Public, , , ,1,N,1,N,CURRY,3/11/2020,1456,33.498,-86.0164,33.498,-86.0164,Large hail reported along Curry Station Road.,An fast moving MCS tracked southeast across central Alabama during peak heating and maximum instability.  The leading edge of the storms encountered  an air mass that had sufficient deep layer bulk shear and CAPE in the hail growth zone for the production of large hail.,,,
882937,GREENE CO.,FORKLAND,3/11/2020,1546,Hail,1, ,0,0,0,0,AL,CST-6, ,146890,C,63,BMX,0,0,County Official, , , ,7,ESE,7,ESE,FORKLAND,3/11/2020,1547,32.6,-87.78,32.6,-87.78,Dime to quarter size hail at the Greene County Electric Plant.,An fast moving MCS tracked southeast across central Alabama during peak heating and maximum instability.  The leading edge of the storms encountered  an air mass that had sufficient deep layer bulk shear and CAPE in the hail growth zone for the production of large hail.,,,
882938,LAMAR CO.,HIGHTOGY,3/29/2020,112,Hail,3, ,0,0,0,0,AL,CST-6, ,146891,C,75,BMX,0,0,Public, , , ,1,N,1,N,HIGHTOGY,3/29/2020,112,33.7186,-88.1002,33.7186,-88.1002,Very large hail reported near County Road 17.,"A band of strong to severe storms ahead of a cold front moved through north Alabama during the overnight hours on March 28th.  Temperatures during the overnight hours set record warm readings, and this produced steep low level lapse rates. Cold air aloft and strong mid level shear also contributed to the production of robust storm updrafts.",,,
887470,ELMORE CO.,COTTON,4/8/2020,1510,Hail,2, ,0,0,0,0,AL,CST-6, ,147535,C,51,BMX,0,0,Public, , , ,0,N,0,N,COTTON,4/8/2020,1515,32.68,-86.02,32.68,-86.02,Large hail covering the ground.,"Several waves of severe thunderstorms tracked southeast across central Alabama on April 8th and April 9th.  The first wave developed during the heating of the day, along a low level theta-e axis that was draped from the northwest counties and extended southeast.  Warm and moist conditions near the surface combined with cooler and drier air aloft produced conditions favorable for strong winds and large hail.",,,
886837,CHOCTAW CO.,CYRIL,4/8/2020,1517,Hail,1, ,0,0,0,0,AL,CST-6, ,147449,C,23,MOB,0,0,Emergency Manager, , , ,0,N,0,N,CYRIL,4/8/2020,1518,32.18,-88.42,32.18,-88.42,Quarter size hail was reported near the community of Cyril.,A subtle upper level disturbance combined with an unstable airmass to produced isolated severe storms over interior southwest Alabama.,,,
886838,CHOCTAW CO.,MT STERLING,4/8/2020,1540,Hail,1.75, ,0,0,0,0,AL,CST-6, ,147449,C,23,MOB,0,0,Public, , , ,1,WSW,1,WSW,MT STERLING,4/8/2020,1541,32.09,-88.19,32.09,-88.19,Golf ball size hail was reported via social media.,A subtle upper level disturbance combined with an unstable airmass to produced isolated severe storms over interior southwest Alabama.,,,
886840,CHOCTAW CO.,MT STERLING,4/8/2020,1540,Hail,1, ,0,0,0,0,AL,CST-6, ,147449,C,23,MOB,0,0,Public, , , ,1,W,1,W,MT STERLING,4/8/2020,1541,32.1,-88.19,32.1,-88.19,Social media reports of nickel to quarter size hail just outside of Butler.,A subtle upper level disturbance combined with an unstable airmass to produced isolated severe storms over interior southwest Alabama.,,,
887471,MACON CO.,NOTASULGA,4/8/2020,1541,Hail,1, ,0,0,0,0,AL,CST-6, ,147535,C,87,BMX,0,0,Emergency Manager, , , ,0,N,0,N,NOTASULGA,4/8/2020,1542,32.57,-85.67,32.57,-85.67,,"Several waves of severe thunderstorms tracked southeast across central Alabama on April 8th and April 9th.  The first wave developed during the heating of the day, along a low level theta-e axis that was draped from the northwest counties and extended southeast.  Warm and moist conditions near the surface combined with cooler and drier air aloft produced conditions favorable for strong winds and large hail.",,,
887473,LEE CO.,BUPREE,4/8/2020,1604,Hail,1, ,0,0,0,0,AL,CST-6, ,147535,C,81,BMX,0,0,Broadcast Media, , , ,1,NW,1,NW,BUPREE,4/8/2020,1605,32.48,-85.36,32.48,-85.36,Quarter size hail covering the ground.,"Several waves of severe thunderstorms tracked southeast across central Alabama on April 8th and April 9th.  The first wave developed during the heating of the day, along a low level theta-e axis that was draped from the northwest counties and extended southeast.  Warm and moist conditions near the surface combined with cooler and drier air aloft produced conditions favorable for strong winds and large hail.",,,
887475,LEE CO.,MITCHELL XRD,4/8/2020,1605,Hail,0.75, ,0,0,0,0,AL,CST-6, ,147535,C,81,BMX,0,0,Public, , , ,1,ESE,1,ESE,MITCHELL XRD,4/8/2020,1606,32.5254,-85.3797,32.5254,-85.3797,Hail reported along County Road 852 near Highway 51.,"Several waves of severe thunderstorms tracked southeast across central Alabama on April 8th and April 9th.  The first wave developed during the heating of the day, along a low level theta-e axis that was draped from the northwest counties and extended southeast.  Warm and moist conditions near the surface combined with cooler and drier air aloft produced conditions favorable for strong winds and large hail.",,,
888660,MADISON CO.,HUNTSVILLE,4/8/2020,2355,Hail,1, ,0,0,0,0,AL,CST-6, ,145763,C,89,HUN,0,0,Public, , , ,2,ENE,2,ENE,HUNTSVILLE,4/8/2020,2355,34.74,-86.59,34.74,-86.59,One inch diameter hail was reported in the Five Points community of Huntsville.,"Clusters of strong to severe thunderstorms developed in southeast Missouri, western Kentucky and western Tennessee during the evening hours of the 8th.  They moved southeast into north Alabama during the late evening of the 8th into the early morning hours of the 9th.  These storms produced hail and damaging winds in a few locations.",,,
888664,LAUDERDALE CO.,WATERLOO,4/9/2020,3,Hail,1.75, ,0,0,0,0,AL,CST-6, ,145763,C,77,HUN,0,0,Broadcast Media, , , ,1,E,1,E,WATERLOO,4/9/2020,3,34.92,-88.06,34.92,-88.06,Golf ball sized hail was reported.,"Clusters of strong to severe thunderstorms developed in southeast Missouri, western Kentucky and western Tennessee during the evening hours of the 8th.  They moved southeast into north Alabama during the late evening of the 8th into the early morning hours of the 9th.  These storms produced hail and damaging winds in a few locations.",,,
888667,LAUDERDALE CO.,WRIGHT,4/9/2020,9,Hail,0.88, ,0,0,0,0,AL,CST-6, ,145763,C,77,HUN,0,0,Fire Department/Rescue, , , ,1,SW,1,SW,WRIGHT,4/9/2020,9,34.91,-87.99,34.91,-87.99,Nickel sized hail was reported.,"Clusters of strong to severe thunderstorms developed in southeast Missouri, western Kentucky and western Tennessee during the evening hours of the 8th.  They moved southeast into north Alabama during the late evening of the 8th into the early morning hours of the 9th.  These storms produced hail and damaging winds in a few locations.",,,
